date,city,precipitation,month,year
2021-08-07,NYC,0.0,8,2021
2021-08-08,NYC,0.56,8,2021
2021-08-09,NYC,0.19,8,2021
2021-08-10,NYC,0.16,8,2021
2021-08-11,NYC,0.06,8,2021
2021-08-12,NYC,0.23,8,2021
2021-08-13,NYC,0.0,8,2021
2021-08-14,NYC,0.0,8,2021
2021-08-15,NYC,0.01,8,2021
2021-08-16,NYC,0.0,8,2021
2021-08-17,NYC,0.0,8,2021
2021-08-18,NYC,0.0,8,2021
2021-08-19,NYC,,8,2021
2021-08-20,NYC,0.0,8,2021
2021-08-21,NYC,0.0,8,2021
2021-08-22,NYC,5.35,8,2021
2021-08-23,NYC,2.95,8,2021
2021-08-24,NYC,0.0,8,2021
2021-08-25,NYC,0.0,8,2021
2021-08-26,NYC,0.0,8,2021
2021-08-27,NYC,0.0,8,2021
2021-08-28,NYC,0.89,8,2021
2021-08-29,NYC,0.1,8,2021
2021-08-30,NYC,0.02,8,2021
2021-08-31,NYC,0.0,8,2021
2021-09-01,NYC,7.13,9,2021
2021-09-02,NYC,5.24,9,2021
2021-09-03,NYC,0.0,9,2021
2021-09-04,NYC,0.0,9,2021
2021-09-05,NYC,0.06,9,2021
2021-09-06,NYC,0.06,9,2021
2021-09-07,NYC,0.0,9,2021
2021-09-08,NYC,0.0,9,2021
2021-09-09,NYC,0.26,9,2021
2021-09-10,NYC,0.28,9,2021
2021-09-11,NYC,0.0,9,2021
2021-09-12,NYC,0.0,9,2021
2021-09-13,NYC,0.0,9,2021
2021-09-14,NYC,0.09,9,2021
2021-09-15,NYC,0.0,9,2021
2021-09-16,NYC,0.0,9,2021
2021-09-17,NYC,0.0,9,2021
2021-09-18,NYC,0.0,9,2021
2021-09-19,NYC,0.0,9,2021
2021-09-20,NYC,0.0,9,2021
2021-09-21,NYC,0.03,9,2021
2021-09-22,NYC,0.04,9,2021
2021-09-23,NYC,0.0,9,2021
2021-09-24,NYC,2.38,9,2021
2021-09-25,NYC,0.01,9,2021
2021-09-26,NYC,0.0,9,2021
2021-09-27,NYC,0.0,9,2021
2021-09-28,NYC,0.0,9,2021
2021-09-29,NYC,0.13,9,2021
2021-09-30,NYC,0.0,9,2021
2021-10-01,NYC,0.0,10,2021
2021-10-02,NYC,0.0,10,2021
2021-10-03,NYC,0.0,10,2021
2021-10-04,NYC,0.02,10,2021
2021-10-05,NYC,0.0,10,2021
2021-10-06,NYC,0.0,10,2021
2021-10-07,NYC,0.0,10,2021
2021-10-08,NYC,0.0,10,2021
2021-10-09,NYC,0.0,10,2021
2021-10-10,NYC,0.0,10,2021
2021-10-11,NYC,0.18,10,2021
2021-10-12,NYC,0.0,10,2021
2021-10-13,NYC,0.0,10,2021
2021-10-14,NYC,0.01,10,2021
2021-10-15,NYC,0.0,10,2021
2021-10-16,NYC,0.0,10,2021
2021-10-17,NYC,0.15,10,2021
2021-10-18,NYC,0.05,10,2021
2021-10-19,NYC,0.0,10,2021
2021-10-20,NYC,0.0,10,2021
2021-10-21,NYC,0.0,10,2021
2021-10-22,NYC,0.0,10,2021
2021-10-23,NYC,0.0,10,2021
2021-10-24,NYC,0.0,10,2021
2021-10-25,NYC,0.24,10,2021
2021-10-26,NYC,1.77,10,2021
2021-10-27,NYC,3.5,10,2021
2021-10-28,NYC,0.0,10,2021
2021-10-29,NYC,0.0,10,2021
2021-10-30,NYC,0.03,10,2021
2021-10-31,NYC,0.19,10,2021
2021-11-01,NYC,0.0,11,2021
2021-11-02,NYC,0.0,11,2021
2021-11-03,NYC,0.0,11,2021
2021-11-04,NYC,0.0,11,2021
2021-11-05,NYC,0.0,11,2021
2021-11-06,NYC,0.0,11,2021
2021-11-07,NYC,0.0,11,2021
2021-11-08,NYC,0.0,11,2021
2021-11-09,NYC,0.0,11,2021
2021-11-10,NYC,0.0,11,2021
2021-11-11,NYC,0.0,11,2021
2021-11-12,NYC,0.05,11,2021
2021-11-13,NYC,0.28,11,2021
2021-11-14,NYC,0.17,11,2021
2021-11-15,NYC,0.05,11,2021
2021-11-16,NYC,0.0,11,2021
2021-11-17,NYC,0.0,11,2021
2021-11-18,NYC,0.0,11,2021
2021-11-19,NYC,0.06,11,2021
2021-11-20,NYC,0.0,11,2021
2021-11-21,NYC,0.0,11,2021
2021-11-22,NYC,0.11,11,2021
2021-11-23,NYC,0.03,11,2021
2021-11-24,NYC,0.0,11,2021
2021-11-25,NYC,0.0,11,2021
2021-11-26,NYC,0.19,11,2021
2021-11-27,NYC,0.01,11,2021
2021-11-28,NYC,0.0,11,2021
2021-11-29,NYC,0.0,11,2021
2021-11-30,NYC,0.0,11,2021
2021-12-01,NYC,0.0,12,2021
2021-12-02,NYC,0.08,12,2021
2021-12-03,NYC,0.01,12,2021
2021-12-04,NYC,0.0,12,2021
2021-12-05,NYC,0.0,12,2021
2021-12-06,NYC,0.11,12,2021
2021-12-07,NYC,0.05,12,2021
2021-12-08,NYC,0.04,12,2021
2021-12-09,NYC,0.04,12,2021
2021-12-10,NYC,0.0,12,2021
2021-12-11,NYC,0.17,12,2021
2021-12-12,NYC,0.0,12,2021
2021-12-13,NYC,0.0,12,2021
2021-12-14,NYC,0.0,12,2021
2021-12-15,NYC,0.0,12,2021
2021-12-16,NYC,0.0,12,2021
2021-12-17,NYC,0.0,12,2021
2021-12-18,NYC,0.0,12,2021
2021-12-19,NYC,0.23,12,2021
2021-12-20,NYC,0.0,12,2021
2021-12-21,NYC,0.0,12,2021
2021-12-22,NYC,0.29,12,2021
2021-12-23,NYC,0.0,12,2021
2021-12-24,NYC,0.03,12,2021
2021-12-25,NYC,0.0,12,2021
2021-12-26,NYC,0.2,12,2021
2021-12-27,NYC,0.0,12,2021
2021-12-28,NYC,0.09,12,2021
2021-12-29,NYC,0.39,12,2021
2021-12-30,NYC,0.08,12,2021
2021-12-31,NYC,0.02,12,2021
2022-01-01,NYC,0.04,1,2022
2022-01-02,NYC,0.97,1,2022
2022-01-03,NYC,0.0,1,2022
2022-01-04,NYC,0.0,1,2022
2022-01-05,NYC,0.0,1,2022
2022-01-06,NYC,0.0,1,2022
2022-01-07,NYC,0.49,1,2022
2022-01-08,NYC,0.0,1,2022
2022-01-09,NYC,0.0,1,2022
2022-01-10,NYC,0.16,1,2022
2022-01-11,NYC,0.0,1,2022
2022-01-12,NYC,0.0,1,2022
2022-01-13,NYC,0.0,1,2022
2022-01-14,NYC,0.0,1,2022
2022-01-15,NYC,0.0,1,2022
2022-01-16,NYC,0.0,1,2022
2022-01-17,NYC,1.72,1,2022
2022-01-18,NYC,0.0,1,2022
2022-01-19,NYC,0.0,1,2022
2022-01-20,NYC,0.19,1,2022
2022-01-21,NYC,0.0,1,2022
2022-01-22,NYC,0.0,1,2022
2022-01-23,NYC,0.0,1,2022
2022-01-24,NYC,0.0,1,2022
2022-01-25,NYC,0.0,1,2022
2022-01-26,NYC,0.0,1,2022
2022-01-27,NYC,0.0,1,2022
2022-01-28,NYC,0.12,1,2022
2022-01-29,NYC,0.77,1,2022
2022-01-30,NYC,,1,2022
2022-01-31,NYC,0.0,1,2022
2022-02-01,NYC,0.0,2,2022
2022-02-02,NYC,0.0,2,2022
2022-02-03,NYC,0.33,2,2022
2022-02-04,NYC,1.11,2,2022
2022-02-05,NYC,0.0,2,2022
2022-02-06,NYC,0.0,2,2022
2022-02-07,NYC,0.0,2,2022
2022-02-08,NYC,0.22,2,2022
2022-02-09,NYC,0.0,2,2022
2022-02-10,NYC,0.0,2,2022
2022-02-11,NYC,0.0,2,2022
2022-02-12,NYC,0.0,2,2022
2022-02-13,NYC,0.21,2,2022
2022-02-14,NYC,0.0,2,2022
2022-02-15,NYC,0.0,2,2022
2022-02-16,NYC,0.0,2,2022
2022-02-17,NYC,0.0,2,2022
2022-02-18,NYC,0.75,2,2022
2022-02-19,NYC,0.22,2,2022
2022-02-20,NYC,0.0,2,2022
2022-02-21,NYC,0.0,2,2022
2022-02-22,NYC,0.0,2,2022
2022-02-23,NYC,0.37,2,2022
2022-02-24,NYC,0.0,2,2022
2022-02-25,NYC,0.4,2,2022
2022-02-26,NYC,,2,2022
2022-02-27,NYC,0.0,2,2022
2022-02-28,NYC,0.0,2,2022
2022-03-01,NYC,0.0,3,2022
2022-03-02,NYC,0.0,3,2022
2022-03-03,NYC,0.07,3,2022
2022-03-04,NYC,0.0,3,2022
2022-03-05,NYC,0.0,3,2022
2022-03-06,NYC,0.0,3,2022
2022-03-07,NYC,0.16,3,2022
2022-03-08,NYC,0.0,3,2022
2022-03-09,NYC,0.0,3,2022
2022-03-10,NYC,0.71,3,2022
2022-03-11,NYC,0.0,3,2022
2022-03-12,NYC,0.0,3,2022
2022-03-13,NYC,0.0,3,2022
2022-03-14,NYC,0.02,3,2022
2022-03-15,NYC,0.0,3,2022
2022-03-16,NYC,0.02,3,2022
2022-03-17,NYC,0.06,3,2022
2022-03-18,NYC,0.12,3,2022
2022-03-19,NYC,0.0,3,2022
2022-03-20,NYC,0.26,3,2022
2022-03-21,NYC,0.0,3,2022
2022-03-22,NYC,0.0,3,2022
2022-03-23,NYC,0.0,3,2022
2022-03-24,NYC,0.93,3,2022
2022-03-25,NYC,0.02,3,2022
2022-03-26,NYC,0.0,3,2022
2022-03-27,NYC,0.0,3,2022
2022-03-28,NYC,0.0,3,2022
2022-03-29,NYC,0.0,3,2022
2022-03-30,NYC,0.0,3,2022
2022-03-31,NYC,0.0,3,2022
2022-04-01,NYC,0.0,4,2022
2022-04-02,NYC,0.0,4,2022
2022-04-03,NYC,0.0,4,2022
2022-04-04,NYC,,4,2022
2022-04-05,NYC,0.0,4,2022
2022-04-06,NYC,0.54,4,2022
2022-04-07,NYC,0.15,4,2022
2022-04-08,NYC,0.03,4,2022
2022-04-09,NYC,0.05,4,2022
2022-04-10,NYC,0.0,4,2022
2022-04-11,NYC,0.0,4,2022
2022-04-12,NYC,0.02,4,2022
2022-04-13,NYC,0.0,4,2022
2022-04-14,NYC,0.0,4,2022
2022-04-15,NYC,0.01,4,2022
2022-04-16,NYC,0.05,4,2022
2022-04-17,NYC,0.13,4,2022
2022-04-18,NYC,0.0,4,2022
2022-04-19,NYC,1.24,4,2022
2022-04-20,NYC,0.0,4,2022
2022-04-21,NYC,0.0,4,2022
2022-04-22,NYC,0.0,4,2022
2022-04-23,NYC,0.0,4,2022
2022-04-24,NYC,0.0,4,2022
2022-04-25,NYC,0.0,4,2022
2022-04-26,NYC,0.0,4,2022
2022-04-27,NYC,0.1,4,2022
2022-04-28,NYC,0.0,4,2022
2022-04-29,NYC,0.0,4,2022
2022-04-30,NYC,0.0,4,2022
2022-05-01,NYC,0.0,5,2022
2022-05-02,NYC,0.21,5,2022
2022-05-03,NYC,0.21,5,2022
2022-05-04,NYC,0.04,5,2022
2022-05-05,NYC,0.04,5,2022
2022-05-06,NYC,0.0,5,2022
2022-05-07,NYC,0.8,5,2022
2022-05-08,NYC,1.3,5,2022
2022-05-09,NYC,0.02,5,2022
2022-05-10,NYC,0.0,5,2022
2022-05-11,NYC,0.0,5,2022
2022-05-12,NYC,0.0,5,2022
2022-05-13,NYC,0.0,5,2022
2022-05-14,NYC,0.0,5,2022
2022-05-15,NYC,0.13,5,2022
2022-05-16,NYC,0.12,5,2022
2022-05-17,NYC,0.16,5,2022
2022-05-18,NYC,0.0,5,2022
2022-05-19,NYC,0.43,5,2022
2022-05-20,NYC,0.09,5,2022
2022-05-21,NYC,0.47,5,2022
2022-05-22,NYC,0.0,5,2022
2022-05-23,NYC,0.11,5,2022
2022-05-24,NYC,0.0,5,2022
2022-05-25,NYC,0.0,5,2022
2022-05-26,NYC,0.0,5,2022
2022-05-27,NYC,0.0,5,2022
2022-05-28,NYC,0.2,5,2022
2022-05-29,NYC,0.15,5,2022
2022-05-30,NYC,0.0,5,2022
2022-05-31,NYC,0.0,5,2022
2022-06-01,NYC,0.71,6,2022
2022-06-02,NYC,0.77,6,2022
2022-06-03,NYC,0.33,6,2022
2022-06-04,NYC,0.0,6,2022
2022-06-05,NYC,0.0,6,2022
2022-06-06,NYC,0.0,6,2022
2022-06-07,NYC,0.0,6,2022
2022-06-08,NYC,0.0,6,2022
2022-06-09,NYC,0.41,6,2022
2022-06-10,NYC,0.0,6,2022
2022-06-11,NYC,0.0,6,2022
2022-06-12,NYC,0.0,6,2022
2022-06-13,NYC,0.0,6,2022
2022-06-14,NYC,0.0,6,2022
2022-06-15,NYC,0.0,6,2022
2022-06-16,NYC,0.13,6,2022
2022-06-17,NYC,0.16,6,2022
2022-06-18,NYC,0.0,6,2022
2022-06-19,NYC,0.0,6,2022
2022-06-20,NYC,0.0,6,2022
2022-06-21,NYC,0.0,6,2022
2022-06-22,NYC,0.14,6,2022
2022-06-23,NYC,0.1,6,2022
2022-06-24,NYC,0.15,6,2022
2022-06-25,NYC,0.01,6,2022
2022-06-26,NYC,0.0,6,2022
2022-06-27,NYC,0.0,6,2022
2022-06-28,NYC,1.41,6,2022
2022-06-29,NYC,0.0,6,2022
2022-06-30,NYC,0.0,6,2022
2022-07-01,NYC,0.0,7,2022
2022-07-02,NYC,0.0,7,2022
2022-07-03,NYC,0.0,7,2022
2022-07-04,NYC,0.0,7,2022
2022-07-05,NYC,0.0,7,2022
2022-07-06,NYC,0.08,7,2022
2022-07-07,NYC,0.0,7,2022
2022-07-08,NYC,0.0,7,2022
2022-07-09,NYC,0.0,7,2022
2022-07-10,NYC,0.0,7,2022
2022-07-11,NYC,0.0,7,2022
2022-07-12,NYC,0.0,7,2022
2022-07-13,NYC,0.0,7,2022
2022-07-14,NYC,0.0,7,2022
2022-07-15,NYC,0.0,7,2022
2022-07-16,NYC,0.0,7,2022
2022-07-17,NYC,0.02,7,2022
2022-07-18,NYC,1.85,7,2022
2022-07-19,NYC,0.39,7,2022
2022-07-20,NYC,0.0,7,2022
2022-07-21,NYC,0.0,7,2022
2022-07-22,NYC,0.0,7,2022
2022-07-23,NYC,0.01,7,2022
2022-07-24,NYC,0.0,7,2022
2022-07-25,NYC,0.98,7,2022
2022-07-26,NYC,0.02,7,2022
2022-07-27,NYC,0.0,7,2022
2022-07-28,NYC,0.09,7,2022
2022-07-29,NYC,0.0,7,2022
2022-07-30,NYC,0.01,7,2022
2022-07-31,NYC,0.0,7,2022
2022-08-01,NYC,0.48,8,2022
2022-08-02,NYC,0.02,8,2022
2022-08-03,NYC,0.0,8,2022
2022-08-04,NYC,0.0,8,2022
2022-08-05,NYC,0.0,8,2022
2022-08-06,NYC,0.0,8,2022
2022-08-07,NYC,0.16,8,2022
2022-08-08,NYC,0.0,8,2022
2022-08-09,NYC,0.0,8,2022
2022-08-10,NYC,0.0,8,2022
2022-08-11,NYC,0.0,8,2022
2022-08-12,NYC,0.0,8,2022
2022-08-13,NYC,0.0,8,2022
2022-08-14,NYC,0.0,8,2022
2022-08-15,NYC,0.0,8,2022
2022-08-16,NYC,0.0,8,2022
2022-08-17,NYC,0.0,8,2022
2022-08-18,NYC,0.0,8,2022
2022-08-19,NYC,0.0,8,2022
2022-08-20,NYC,0.0,8,2022
2022-08-21,NYC,0.0,8,2022
2022-08-22,NYC,0.0,8,2022
2022-08-23,NYC,0.0,8,2022
2022-08-24,NYC,0.0,8,2022
2022-08-25,NYC,0.0,8,2022
2022-08-26,NYC,0.0,8,2022
2022-08-27,NYC,0.0,8,2022
2022-08-28,NYC,0.0,8,2022
2022-08-29,NYC,0.0,8,2022
2022-08-30,NYC,0.06,8,2022
2022-08-31,NYC,0.0,8,2022
2022-09-01,NYC,0.0,9,2022
2022-09-02,NYC,0.0,9,2022
2022-09-03,NYC,0.0,9,2022
2022-09-04,NYC,0.0,9,2022
2022-09-05,NYC,0.0,9,2022
2022-09-06,NYC,0.78,9,2022
2022-09-07,NYC,0.54,9,2022
2022-09-08,NYC,0.02,9,2022
2022-09-09,NYC,0.0,9,2022
2022-09-10,NYC,0.0,9,2022
2022-09-11,NYC,0.0,9,2022
2022-09-12,NYC,0.31,9,2022
2022-09-13,NYC,1.25,9,2022
2022-09-14,NYC,0.0,9,2022
2022-09-15,NYC,0.0,9,2022
2022-09-16,NYC,0.0,9,2022
2022-09-17,NYC,0.0,9,2022
2022-09-18,NYC,0.0,9,2022
2022-09-19,NYC,0.0,9,2022
2022-09-20,NYC,0.13,9,2022
2022-09-21,NYC,0.0,9,2022
2022-09-22,NYC,0.0,9,2022
2022-09-23,NYC,0.0,9,2022
2022-09-24,NYC,0.0,9,2022
2022-09-25,NYC,0.0,9,2022
2022-09-26,NYC,0.05,9,2022
2022-09-27,NYC,0.0,9,2022
2022-09-28,NYC,0.0,9,2022
2022-09-29,NYC,0.0,9,2022
2022-09-30,NYC,0.0,9,2022
2022-10-01,NYC,0.6,10,2022
2022-10-02,NYC,0.05,10,2022
2022-10-03,NYC,,10,2022
2022-10-04,NYC,1.85,10,2022
2022-10-05,NYC,0.23,10,2022
2022-10-06,NYC,0.37,10,2022
2022-10-07,NYC,0.0,10,2022
2022-10-08,NYC,0.0,10,2022
2022-10-09,NYC,0.0,10,2022
2022-10-10,NYC,0.0,10,2022
2022-10-11,NYC,0.0,10,2022
2022-10-12,NYC,0.0,10,2022
2022-10-13,NYC,0.0,10,2022
2022-10-14,NYC,0.8,10,2022
2022-10-15,NYC,0.0,10,2022
2022-10-16,NYC,,10,2022
2022-10-17,NYC,0.08,10,2022
2022-10-18,NYC,0.0,10,2022
2022-10-19,NYC,0.0,10,2022
2022-10-20,NYC,0.0,10,2022
2022-10-21,NYC,0.0,10,2022
2022-10-22,NYC,0.0,10,2022
2022-10-23,NYC,0.0,10,2022
2022-10-24,NYC,0.25,10,2022
2022-10-25,NYC,0.15,10,2022
2022-10-26,NYC,0.0,10,2022
2022-10-27,NYC,0.0,10,2022
2022-10-28,NYC,0.0,10,2022
2022-10-29,NYC,0.0,10,2022
2022-10-30,NYC,0.0,10,2022
2022-10-31,NYC,0.0,10,2022
2022-11-01,NYC,0.31,11,2022
2022-11-02,NYC,0.0,11,2022
2022-11-03,NYC,0.0,11,2022
2022-11-04,NYC,0.0,11,2022
2022-11-05,NYC,0.0,11,2022
2022-11-06,NYC,0.0,11,2022
2022-11-07,NYC,0.04,11,2022
2022-11-08,NYC,0.0,11,2022
2022-11-09,NYC,0.0,11,2022
2022-11-10,NYC,0.0,11,2022
2022-11-11,NYC,0.0,11,2022
2022-11-12,NYC,0.96,11,2022
2022-11-13,NYC,0.08,11,2022
2022-11-14,NYC,0.0,11,2022
2022-11-15,NYC,0.43,11,2022
2022-11-16,NYC,0.2,11,2022
2022-11-17,NYC,0.0,11,2022
2022-11-18,NYC,0.01,11,2022
2022-11-19,NYC,0.0,11,2022
2022-11-20,NYC,0.0,11,2022
2022-11-21,NYC,0.0,11,2022
2022-11-22,NYC,0.0,11,2022
2022-11-23,NYC,0.0,11,2022
2022-11-24,NYC,0.0,11,2022
2022-11-25,NYC,0.0,11,2022
2022-11-26,NYC,0.03,11,2022
2022-11-27,NYC,0.01,11,2022
2022-11-28,NYC,0.53,11,2022
2022-11-29,NYC,0.0,11,2022
2022-11-30,NYC,0.34,11,2022
2022-12-01,NYC,0.0,12,2022
2022-12-02,NYC,0.0,12,2022
2022-12-03,NYC,0.11,12,2022
2022-12-04,NYC,0.23,12,2022
2022-12-05,NYC,0.0,12,2022
2022-12-06,NYC,0.02,12,2022
2022-12-07,NYC,1.33,12,2022
2022-12-08,NYC,0.09,12,2022
2022-12-09,NYC,0.0,12,2022
2022-12-10,NYC,0.0,12,2022
2022-12-11,NYC,0.0,12,2022
2022-12-12,NYC,0.11,12,2022
2022-12-13,NYC,0.0,12,2022
2022-12-14,NYC,0.0,12,2022
2022-12-15,NYC,0.0,12,2022
2022-12-16,NYC,1.08,12,2022
2022-12-17,NYC,0.0,12,2022
2022-12-18,NYC,0.0,12,2022
2022-12-19,NYC,0.0,12,2022
2022-12-20,NYC,0.0,12,2022
2022-12-21,NYC,0.0,12,2022
2022-12-22,NYC,0.0,12,2022
2022-12-23,NYC,,12,2022
2022-12-24,NYC,,12,2022
2022-12-25,NYC,0.0,12,2022
2022-12-26,NYC,0.0,12,2022
2022-12-27,NYC,0.0,12,2022
2022-12-28,NYC,0.0,12,2022
2022-12-29,NYC,0.0,12,2022
2022-12-30,NYC,0.0,12,2022
2022-12-31,NYC,0.28,12,2022
2023-01-01,NYC,0.31,1,2023
2023-01-02,NYC,0.0,1,2023
2023-01-03,NYC,0.0,1,2023
2023-01-04,NYC,0.42,1,2023
2023-01-05,NYC,0.12,1,2023
2023-01-06,NYC,0.25,1,2023
2023-01-07,NYC,0.0,1,2023
2023-01-08,NYC,0.0,1,2023
2023-01-09,NYC,0.0,1,2023
2023-01-10,NYC,0.0,1,2023
2023-01-11,NYC,0.0,1,2023
2023-01-12,NYC,0.0,1,2023
2023-01-13,NYC,0.45,1,2023
2023-01-14,NYC,0.0,1,2023
2023-01-15,NYC,0.0,1,2023
2023-01-16,NYC,0.0,1,2023
2023-01-17,NYC,0.0,1,2023
2023-01-18,NYC,0.0,1,2023
2023-01-19,NYC,0.0,1,2023
2023-01-20,NYC,0.92,1,2023
2023-01-21,NYC,0.0,1,2023
2023-01-22,NYC,0.0,1,2023
2023-01-23,NYC,0.04,1,2023
2023-01-24,NYC,0.15,1,2023
2023-01-25,NYC,0.0,1,2023
2023-01-26,NYC,1.12,1,2023
2023-01-27,NYC,0.0,1,2023
2023-01-28,NYC,0.0,1,2023
2023-01-29,NYC,0.0,1,2023
2023-01-30,NYC,0.0,1,2023
2023-01-31,NYC,0.0,1,2023
2023-02-01,NYC,0.0,2,2023
2023-02-02,NYC,0.0,2,2023
2023-02-03,NYC,0.0,2,2023
2023-02-04,NYC,0.0,2,2023
2023-02-05,NYC,0.0,2,2023
2023-02-06,NYC,0.0,2,2023
2023-02-07,NYC,0.0,2,2023
2023-02-08,NYC,0.0,2,2023
2023-02-09,NYC,0.0,2,2023
2023-02-10,NYC,0.0,2,2023
2023-02-11,NYC,0.0,2,2023
2023-02-12,NYC,0.0,2,2023
2023-02-13,NYC,,2,2023
2023-02-14,NYC,0.0,2,2023
2023-02-15,NYC,0.0,2,2023
2023-02-16,NYC,0.0,2,2023
2023-02-17,NYC,0.05,2,2023
2023-02-18,NYC,0.4,2,2023
2023-02-19,NYC,0.0,2,2023
2023-02-20,NYC,0.0,2,2023
2023-02-21,NYC,0.04,2,2023
2023-02-22,NYC,0.1,2,2023
2023-02-23,NYC,0.02,2,2023
2023-02-24,NYC,0.02,2,2023
2023-02-25,NYC,0.0,2,2023
2023-02-26,NYC,0.0,2,2023
2023-02-27,NYC,0.0,2,2023
2023-02-28,NYC,0.56,2,2023
2023-03-01,NYC,0.02,3,2023
2023-03-02,NYC,0.05,3,2023
2023-03-03,NYC,0.01,3,2023
2023-03-04,NYC,1.24,3,2023
2023-03-05,NYC,0.0,3,2023
2023-03-06,NYC,0.0,3,2023
2023-03-07,NYC,,3,2023
2023-03-08,NYC,0.05,3,2023
2023-03-09,NYC,0.0,3,2023
2023-03-10,NYC,0.0,3,2023
2023-03-11,NYC,0.67,3,2023
2023-03-12,NYC,0.0,3,2023
2023-03-13,NYC,1.1,3,2023
